cluster.index	canopus_superclass	canopus_class	canopus_subclass	canopus_level5	canopus_most_specific_class
8901	Organoheterocyclic compounds	Azoles	unclassified	unclassified	Azoles
65774	Benzenoids	Phenol ethers	unclassified	unclassified	Phenol ethers
55218	Benzenoids	Benzene and substituted derivatives	Halobenzenes	Fluorobenzenes	Fluorobenzenes
23510	Organoheterocyclic compounds	Heteroaromatic compounds	unclassified	unclassified	Heteroaromatic compounds
12907	Organic acids and derivatives	Carboxylic acids and derivatives	Carboxylic acids	unclassified	Carboxylic acids
19900	Organoheterocyclic compounds	Heteroaromatic compounds	unclassified	unclassified	Heteroaromatic compounds
11282	Organic acids and derivatives	Boronic acid derivatives	Boronic acids	unclassified	Boronic acids
18036	Organic oxygen compounds	Organooxygen compounds	Carbohydrates and carbohydrate conjugates	Glycosyl compounds	Phenolic glycosides
67550	Nucleosides, nucleotides, and analogues	Purine nucleosides	unclassified	unclassified	Purine nucleosides
143226	Organic acids and derivatives	Carboxylic acids and derivatives	Amino acids, peptides, and analogues	Peptides	Cyclic peptides
33859	Lipids and lipid-like molecules	Steroids and steroid derivatives	Hydroxysteroids	unclassified	Hydroxysteroids
117384	Lipids and lipid-like molecules	Prenol lipids	unclassified	unclassified	Prenol lipids
23361	Organic acids and derivatives	Carboxylic acids and derivatives	Amino acids, peptides, and analogues	Amino acids and derivatives	Alpha amino acids
14742	Organic nitrogen compounds	Organonitrogen compounds	Amines	Tertiary amines	Dialkylarylamines
3037	Benzenoids	Phenol ethers	unclassified	unclassified	Phenol ethers
135737	Organic acids and derivatives	Carboxylic acids and derivatives	Amino acids, peptides, and analogues	Peptides	Peptides
23554	Organic oxygen compounds	Organooxygen compounds	Carbohydrates and carbohydrate conjugates	Glycosyl compounds	Phenolic glycosides
223049	Organic acids and derivatives	Carboxylic acids and derivatives	Amino acids, peptides, and analogues	Amino acids and derivatives	Amino acids and derivatives
35041	Organic acids and derivatives	Carboxylic acids and derivatives	Amino acids, peptides, and analogues	Amino acids and derivatives	Amino acids and derivatives
249180	Organic acids and derivatives	Carboxylic acids and derivatives	Amino acids, peptides, and analogues	Amino acids and derivatives	Amino acids and derivatives
175524	Organic acids and derivatives	Carboxylic acids and derivatives	Amino acids, peptides, and analogues	Amino acids and derivatives	Alpha amino acid amides
55600	Organic acids and derivatives	Carboxylic acids and derivatives	Amino acids, peptides, and analogues	Amino acids and derivatives	Alpha amino acids and derivatives
83170	Organic salts	Organic metal salts	Organic metalloid salts	unclassified	Organic metalloid salts
17759	Organic acids and derivatives	Carboxylic acids and derivatives	Amino acids, peptides, and analogues	Peptides	Dipeptides
2383	Organoheterocyclic compounds	Diazines	Pyrimidines and pyrimidine derivatives	Aminopyrimidines and derivatives	Aminopyrimidines and derivatives
222094	Organic oxygen compounds	Organooxygen compounds	Carbohydrates and carbohydrate conjugates	Monosaccharides	Hexoses
66483	Benzenoids	Benzene and substituted derivatives	unclassified	unclassified	Benzene and substituted derivatives
23240	Benzenoids	unclassified	unclassified	unclassified	Benzenoids
11215	Organic acids and derivatives	Carboxylic acids and derivatives	Amino acids, peptides, and analogues	Amino acids and derivatives	Alpha amino acid amides
44201	Organohalogen compounds	Aryl halides	Aryl fluorides	unclassified	Aryl fluorides
151170	Lipids and lipid-like molecules	Fatty Acyls	Fatty amides	unclassified	Fatty amides
252760	Organic acids and derivatives	Boronic acid derivatives	unclassified	unclassified	Boronic acid derivatives
113082	Organic oxygen compounds	Organooxygen compounds	Alcohols and polyols	unclassified	Alcohols and polyols
144427	Organic acids and derivatives	Carboxylic acids and derivatives	Amino acids, peptides, and analogues	Amino acids and derivatives	Alpha amino acid amides
45249	Organoheterocyclic compounds	Heteroaromatic compounds	unclassified	unclassified	Heteroaromatic compounds
199069	Benzenoids	Benzene and substituted derivatives	Benzenesulfonamides	unclassified	Benzenesulfonamides
161649	Organoheterocyclic compounds	Heteroaromatic compounds	unclassified	unclassified	Heteroaromatic compounds
126365	Organohalogen compounds	Aryl halides	Aryl fluorides	unclassified	Aryl fluorides
18332	Organic acids and derivatives	Carboxylic acids and derivatives	Amino acids, peptides, and analogues	Peptides	Oligopeptides
3121	Organoheterocyclic compounds	Heteroaromatic compounds	unclassified	unclassified	Heteroaromatic compounds
203657	Organoheterocyclic compounds	Heteroaromatic compounds	unclassified	unclassified	Heteroaromatic compounds
408	Organic acids and derivatives	Carboxylic acids and derivatives	Carboxylic acids	unclassified	Carboxylic acids
12252	Organic acids and derivatives	Carboxylic acids and derivatives	Amino acids, peptides, and analogues	Amino acids and derivatives	Amino acids and derivatives
45592	Organic acids and derivatives	Boronic acid derivatives	unclassified	unclassified	Boronic acid derivatives
112601	Organic acids and derivatives	Carboxylic acids and derivatives	Amino acids, peptides, and analogues	Amino acids and derivatives	Alpha amino acids
2265	Benzenoids	Benzene and substituted derivatives	Halobenzenes	Fluorobenzenes	Fluorobenzenes
103918	Organic acids and derivatives	Carboxylic acids and derivatives	Carboxylic acid derivatives	Carboxylic acid esters	Methyl esters
26011	Organoheterocyclic compounds	Azoles	unclassified	unclassified	Azoles
3723	Organic oxygen compounds	Organooxygen compounds	Alcohols and polyols	Secondary alcohols	Secondary alcohols
133163	Organic oxygen compounds	Organooxygen compounds	Carbohydrates and carbohydrate conjugates	Disaccharides	Disaccharides
139273	Nucleosides, nucleotides, and analogues	Pyrimidine nucleotides	Pyrimidine ribonucleotides	Pyrimidine ribonucleoside diphosphates	Pyrimidine ribonucleoside diphosphates
5303	Benzenoids	Benzene and substituted derivatives	Nitrobenzenes	unclassified	Nitrobenzenes
176210	Lipids and lipid-like molecules	unclassified	unclassified	unclassified	Lipids and lipid-like molecules
74861	Benzenoids	Benzene and substituted derivatives	Trifluoromethylbenzenes	unclassified	Trifluoromethylbenzenes
152910	Organic oxygen compounds	Organooxygen compounds	Alcohols and polyols	Secondary alcohols	Secondary alcohols
52753	Benzenoids	Benzene and substituted derivatives	Benzenesulfonamides	unclassified	Benzenesulfonamides
78392	Organic acids and derivatives	Carboxylic acids and derivatives	Amino acids, peptides, and analogues	Amino acids and derivatives	Carbamate esters
77604	Organic acids and derivatives	Organic phosphoric acids and derivatives	Organic phosphoramides	unclassified	Organic phosphoramides
5714	Organic acids and derivatives	Organic sulfonic acids and derivatives	Organosulfonic acids and derivatives	unclassified	Organosulfonic acids and derivatives
4815	unclassified	unclassified	unclassified	unclassified	unclassified
65541	Organic oxygen compounds	Organooxygen compounds	Alcohols and polyols	Secondary alcohols	Secondary alcohols
36163	Benzenoids	Phenol ethers	unclassified	unclassified	Phenol ethers
56955	Nucleosides, nucleotides, and analogues	Purine nucleotides	Purine ribonucleotides	Purine ribonucleoside diphosphates	Purine ribonucleoside diphosphates
73166	Organic acids and derivatives	Carboxylic acids and derivatives	Amino acids, peptides, and analogues	Amino acids and derivatives	Alpha amino acid amides
72320	Organic acids and derivatives	Peptidomimetics	Depsipeptides	Cyclic depsipeptides	Cyclic depsipeptides
16194	Organosulfur compounds	Sulfonyls	unclassified	unclassified	Sulfonyls
145071	Benzenoids	Benzene and substituted derivatives	Nitrobenzenes	unclassified	Nitrobenzenes
154995	Organic oxygen compounds	Organooxygen compounds	Carbohydrates and carbohydrate conjugates	Glycosyl compounds	O-glycosyl compounds
11722	Lipids and lipid-like molecules	Prenol lipids	Diterpenoids	unclassified	Diterpenoids
19927	Organic oxygen compounds	Organooxygen compounds	Alcohols and polyols	Secondary alcohols	Secondary alcohols
152823	Benzenoids	Benzene and substituted derivatives	unclassified	unclassified	Benzene and substituted derivatives
78284	Organic acids and derivatives	Carboxylic acids and derivatives	Amino acids, peptides, and analogues	Amino acids and derivatives	Alpha amino acid esters
184671	Organic acids and derivatives	Carboxylic acids and derivatives	Carboxylic acid derivatives	Carboxylic acid amides	Secondary carboxylic acid amides
132492	Organic acids and derivatives	Carboxylic acids and derivatives	Amino acids, peptides, and analogues	Peptides	Dipeptides
18400	Benzenoids	Benzene and substituted derivatives	Trifluoromethylbenzenes	unclassified	Trifluoromethylbenzenes
33540	Organic oxygen compounds	Organooxygen compounds	Carbohydrates and carbohydrate conjugates	Disaccharides	Disaccharides
13063	Organohalogen compounds	Aryl halides	Aryl chlorides	unclassified	Aryl chlorides
77674	Organoheterocyclic compounds	Azacyclic compounds	unclassified	unclassified	Azacyclic compounds
36694	Organic acids and derivatives	Carboxylic acids and derivatives	Amino acids, peptides, and analogues	Amino acids and derivatives	Amino acids and derivatives
56475	Benzenoids	Benzene and substituted derivatives	Halobenzenes	Fluorobenzenes	Fluorobenzenes
184943	Benzenoids	Phenol ethers	unclassified	unclassified	Phenol ethers
14264	Organic acids and derivatives	Carboxylic acids and derivatives	Amino acids, peptides, and analogues	Amino acids and derivatives	Amino acids and derivatives
116138	Benzenoids	Benzene and substituted derivatives	unclassified	unclassified	Benzene and substituted derivatives
68905	Organic nitrogen compounds	Organonitrogen compounds	Amines	unclassified	Amines
4936	Organic acids and derivatives	Carboxylic acids and derivatives	Amino acids, peptides, and analogues	Amino acids and derivatives	Amino acids and derivatives
34074	Organic nitrogen compounds	Organonitrogen compounds	unclassified	unclassified	Organonitrogen compounds
158657	Organic oxygen compounds	Organooxygen compounds	Ethers	Diarylethers	Diarylethers
241327	Phenylpropanoids and polyketides	Flavonoids	Biflavonoids and polyflavonoids	unclassified	Biflavonoids and polyflavonoids
123566	Organoheterocyclic compounds	Diazines	Pyrimidines and pyrimidine derivatives	unclassified	Pyrimidines and pyrimidine derivatives
23607	Benzenoids	Benzene and substituted derivatives	Trifluoromethylbenzenes	unclassified	Trifluoromethylbenzenes
178826	Lipids and lipid-like molecules	Sphingolipids	unclassified	unclassified	Sphingolipids
121144	Organoheterocyclic compounds	Heteroaromatic compounds	unclassified	unclassified	Heteroaromatic compounds
23672	Benzenoids	Phenol ethers	unclassified	unclassified	Phenol ethers
80989	Organic acids and derivatives	Organic sulfonic acids and derivatives	Organosulfonic acids and derivatives	unclassified	Organosulfonic acids and derivatives
103178	Benzenoids	Benzene and substituted derivatives	unclassified	unclassified	Benzene and substituted derivatives
56469	Organoheterocyclic compounds	Azoles	Thiadiazoles	unclassified	Thiadiazoles
13604	Benzenoids	Benzene and substituted derivatives	Nitrobenzenes	unclassified	Nitrobenzenes
58281	Organic acids and derivatives	Carboxylic acids and derivatives	Amino acids, peptides, and analogues	Amino acids and derivatives	Amino acids and derivatives
166861	Benzenoids	Phenol ethers	Anisoles	unclassified	Anisoles
11170	Organoheterocyclic compounds	Diazinanes	Piperazines	N-alkylpiperazines	N-alkylpiperazines
130044	Organic acids and derivatives	Organic sulfonic acids and derivatives	Organosulfonic acids and derivatives	unclassified	Organosulfonic acids and derivatives
210157	Organohalogen compounds	Aryl halides	Aryl fluorides	unclassified	Aryl fluorides
276025	Organic acids and derivatives	Carboxylic acids and derivatives	Amino acids, peptides, and analogues	Amino acids and derivatives	Amino acids and derivatives
67762	Lipids and lipid-like molecules	Steroids and steroid derivatives	Hydroxysteroids	unclassified	Hydroxysteroids
9247	Organoheterocyclic compounds	Azoles	unclassified	unclassified	Azoles
94365	Organoheterocyclic compounds	Lactams	Beta lactams	unclassified	Beta lactams
103842	Organic acids and derivatives	Carboxylic acids and derivatives	Amino acids, peptides, and analogues	Amino acids and derivatives	Alpha amino acids and derivatives
262403	Organic oxygen compounds	Organooxygen compounds	Alcohols and polyols	unclassified	Alcohols and polyols
214391	Benzenoids	Benzene and substituted derivatives	unclassified	unclassified	Benzene and substituted derivatives
212141	Benzenoids	Benzene and substituted derivatives	Halobenzenes	Fluorobenzenes	Fluorobenzenes
71312	Benzenoids	Benzene and substituted derivatives	Halobenzenes	Fluorobenzenes	Fluorobenzenes
9454	Organic nitrogen compounds	Organonitrogen compounds	Amines	Tertiary amines	Dialkylarylamines
103833	Organoheterocyclic compounds	Azoles	Imidazoles	Substituted imidazoles	Substituted imidazoles
60657	Benzenoids	Benzene and substituted derivatives	Benzoyl derivatives	unclassified	Benzoyl derivatives
2098	Organic acids and derivatives	Carboxylic acids and derivatives	Amino acids, peptides, and analogues	Amino acids and derivatives	Amino acids
8662	Benzenoids	Benzene and substituted derivatives	Halobenzenes	Fluorobenzenes	Fluorobenzenes
40157	Benzenoids	Benzene and substituted derivatives	Halobenzenes	Fluorobenzenes	Fluorobenzenes
