cluster.index	canopus_superclass	canopus_class	canopus_subclass	canopus_level5	canopus_most_specific_class
35158	Benzenoids	Benzene and substituted derivatives	Trifluoromethylbenzenes	unclassified	Trifluoromethylbenzenes
9872	Lipids and lipid-like molecules	Fatty Acyls	Fatty acyl glycosides	unclassified	Fatty acyl glycosides
16795	Lipids and lipid-like molecules	Fatty Acyls	Fatty acids and conjugates	Halogenated fatty acids	Halogenated fatty acids
5734	Lipids and lipid-like molecules	Fatty Acyls	Fatty acids and conjugates	Long-chain fatty acids	Long-chain fatty acids
44894	Phenylpropanoids and polyketides	Flavonoids	Flavans	Flavanones	Flavanonols
20589	Organic oxygen compounds	Organooxygen compounds	Alcohols and polyols	Secondary alcohols	Secondary alcohols
12656	Organoheterocyclic compounds	Azoles	Imidazoles	unclassified	Imidazoles
9640	Lipids and lipid-like molecules	Prenol lipids	Terpene glycosides	Iridoid O-glycosides	Iridoid O-glycosides
6009	Lipids and lipid-like molecules	Fatty Acyls	Fatty acids and conjugates	Halogenated fatty acids	Halogenated fatty acids
80781	Organic acids and derivatives	Organic sulfuric acids and derivatives	Sulfuric acid esters	Sulfuric acid monoesters	Sulfuric acid monoesters
21278	Organohalogen compounds	Aryl halides	Aryl fluorides	unclassified	Aryl fluorides
60986	Organic acids and derivatives	Carboxylic acids and derivatives	Amino acids, peptides, and analogues	Peptides	Gamma-glutamyl peptides
190144	Benzenoids	Benzene and substituted derivatives	Benzoic acids and derivatives	Hydroxybenzoic acid derivatives	Salicylic acids
35741	Benzenoids	Phenol ethers	unclassified	unclassified	Phenol ethers
44029	Nucleosides, nucleotides, and analogues	Purine nucleosides	unclassified	unclassified	Purine nucleosides
49901	Organic acids and derivatives	Carboxylic acids and derivatives	Amino acids, peptides, and analogues	Amino acids and derivatives	Alpha amino acid amides
79506	Organic acids and derivatives	Carboxylic acids and derivatives	Tetracarboxylic acids and derivatives	unclassified	Tetracarboxylic acids and derivatives
109437	unclassified	unclassified	unclassified	unclassified	unclassified
98753	Phenylpropanoids and polyketides	Flavonoids	Flavans	Flavan-3-ols	Catechin gallates
64146	Organic acids and derivatives	Carboxylic acids and derivatives	Amino acids, peptides, and analogues	Amino acids and derivatives	Amino acids and derivatives
88944	Benzenoids	Benzene and substituted derivatives	Benzoic acids and derivatives	Benzoic acid esters	Benzoic acid esters
167657	Organic acids and derivatives	Carboxylic acids and derivatives	Amino acids, peptides, and analogues	Amino acids and derivatives	Alpha amino acids and derivatives
148944	Phenylpropanoids and polyketides	Cinnamic acids and derivatives	unclassified	unclassified	Cinnamic acids and derivatives
24019	Organic acids and derivatives	Carboxylic acids and derivatives	Carboxylic acid derivatives	Carboxylic acid esters	Carboxylic acid esters
144431	unclassified	unclassified	unclassified	unclassified	unclassified
171933	Benzenoids	Benzene and substituted derivatives	unclassified	unclassified	Benzene and substituted derivatives
37499	Lipids and lipid-like molecules	Fatty Acyls	Eicosanoids	unclassified	Eicosanoids
19413	Benzenoids	Benzene and substituted derivatives	Benzoic acids and derivatives	Hydroxybenzoic acid derivatives	Hydroxybenzoic acid derivatives
85	Benzenoids	Benzene and substituted derivatives	Benzenesulfonyl compounds	unclassified	Benzenesulfonyl compounds
32239	Organic acids and derivatives	Carboxylic acids and derivatives	unclassified	unclassified	Carboxylic acids and derivatives
191258	Lipids and lipid-like molecules	Fatty Acyls	Fatty acids and conjugates	Long-chain fatty acids	Long-chain fatty acids
34546	Lipids and lipid-like molecules	Fatty Acyls	Fatty acids and conjugates	Medium-chain fatty acids	Medium-chain fatty acids
82267	Phenylpropanoids and polyketides	Tannins	unclassified	unclassified	Tannins
99388	Lipids and lipid-like molecules	Prenol lipids	Triterpenoids	unclassified	Triterpenoids
130698	Benzenoids	unclassified	unclassified	unclassified	Benzenoids
72488	Benzenoids	Phenols	Halophenols	Chlorophenols	P-chlorophenols
39037	Lipids and lipid-like molecules	Fatty Acyls	Lineolic acids and derivatives	unclassified	Lineolic acids and derivatives
47129	Phenylpropanoids and polyketides	Flavonoids	Biflavonoids and polyflavonoids	unclassified	Biflavonoids and polyflavonoids
26957	Lipids and lipid-like molecules	Fatty Acyls	Fatty acids and conjugates	Long-chain fatty acids	Long-chain fatty acids
62933	Organohalogen compounds	Alkyl halides	Alkyl fluorides	Perfluoroalkyl carboxylic acid and derivatives	Perfluoroalkyl carboxylic acid and derivatives
61277	Phenylpropanoids and polyketides	Flavonoids	Flavonoid glycosides	Flavonoid O-glycosides	Flavonoid-7-O-glycosides
167680	Organic acids and derivatives	Carboxylic acids and derivatives	Amino acids, peptides, and analogues	Amino acids and derivatives	N-acyl-alpha amino acids
130718	Benzenoids	Benzene and substituted derivatives	Benzoic acids and derivatives	unclassified	Benzoic acids and derivatives
119934	Organic acids and derivatives	Carboxylic acids and derivatives	Amino acids, peptides, and analogues	Amino acids and derivatives	N-acyl-alpha amino acids
24592	Organic acids and derivatives	Carboxylic acids and derivatives	Amino acids, peptides, and analogues	Amino acids and derivatives	Amino acids and derivatives
87250	Lipids and lipid-like molecules	Fatty Acyls	Fatty acids and conjugates	Unsaturated fatty acids	Unsaturated fatty acids
6219	Organic oxygen compounds	Organooxygen compounds	Carbohydrates and carbohydrate conjugates	Glycosyl compounds	Glycosylamines
98379	Phenylpropanoids and polyketides	Flavonoids	Biflavonoids and polyflavonoids	unclassified	Biflavonoids and polyflavonoids
97142	Organic oxygen compounds	Organooxygen compounds	Carbohydrates and carbohydrate conjugates	Glycosyl compounds	Phenolic glycosides
15466	Organic oxygen compounds	Organooxygen compounds	Carbohydrates and carbohydrate conjugates	Glycosyl compounds	Phenolic glycosides
147438	Lipids and lipid-like molecules	Fatty Acyls	Fatty acid esters	unclassified	Fatty acid esters
1822	Organic oxygen compounds	Organooxygen compounds	Carbonyl compounds	Aldehydes	Benzaldehydes
148787	Benzenoids	Benzene and substituted derivatives	Benzoic acids and derivatives	Methoxybenzoic acids and derivatives	P-methoxybenzoic acids and derivatives
25574	Organic acids and derivatives	Hydroxy acids and derivatives	Beta hydroxy acids and derivatives	unclassified	Beta hydroxy acids and derivatives
86966	Benzenoids	Phenols	Benzenetriols and derivatives	Pyrogallols and derivatives	Pyrogallols and derivatives
23487	Phenylpropanoids and polyketides	Flavonoids	Flavans	Flavan-3-ols	Catechins
73321	Phenylpropanoids and polyketides	Flavonoids	Hydroxyflavonoids	4'-hydroxyflavonoids	4'-hydroxyflavonoids
112290	Benzenoids	Benzene and substituted derivatives	Benzoyl derivatives	unclassified	Benzoyl derivatives
92883	Organoheterocyclic compounds	Quinolines and derivatives	unclassified	unclassified	Quinolines and derivatives
183766	Organohalogen compounds	Aryl halides	Aryl bromides	unclassified	Aryl bromides
37534	Phenylpropanoids and polyketides	Flavonoids	Flavans	Flavan-3-ols	Catechins
54	Benzenoids	Benzene and substituted derivatives	Benzenesulfonic acids and derivatives	unclassified	Benzenesulfonic acids and derivatives
164200	unclassified	unclassified	unclassified	unclassified	unclassified
43884	Organic oxygen compounds	Organooxygen compounds	Ethers	Diarylethers	Diarylethers
78384	unclassified	unclassified	unclassified	unclassified	unclassified
192	Organohalogen compounds	Alkyl halides	Alkyl fluorides	Perfluoroalkyl carboxylic acid and derivatives	Perfluoroalkyl carboxylic acid and derivatives
10192	unclassified	unclassified	unclassified	unclassified	unclassified
27815	Organic oxygen compounds	Organooxygen compounds	Carbohydrates and carbohydrate conjugates	Monosaccharides	Hexoses
71929	Benzenoids	Benzene and substituted derivatives	Benzoic acids and derivatives	Benzoic acid esters	Benzoic acid esters
88844	Lipids and lipid-like molecules	Prenol lipids	Triterpenoids	unclassified	Triterpenoids
48451	Organic oxygen compounds	Organooxygen compounds	Carbohydrates and carbohydrate conjugates	Monosaccharides	Hexoses
80071	Benzenoids	Benzene and substituted derivatives	Halobenzenes	Chlorobenzenes	Chlorobenzenes
89449	unclassified	unclassified	unclassified	unclassified	unclassified
172233	Phenylpropanoids and polyketides	Cinnamic acids and derivatives	Hydroxycinnamic acids and derivatives	Hydroxycinnamic acid esters	Coumaric acid esters
77885	Organic acids and derivatives	Carboxylic acids and derivatives	Amino acids, peptides, and analogues	Peptides	Peptides
34463	Organic acids and derivatives	Carboxylic acids and derivatives	Amino acids, peptides, and analogues	Amino acids and derivatives	Alpha amino acids and derivatives
40650	Benzenoids	Phenol ethers	Anisoles	unclassified	Anisoles
43581	Organic acids and derivatives	Carboxylic acids and derivatives	Amino acids, peptides, and analogues	Amino acids and derivatives	Isoleucine and derivatives
122148	Lipids and lipid-like molecules	Fatty Acyls	Fatty acid esters	unclassified	Fatty acid esters
54857	Organic oxygen compounds	Organooxygen compounds	Carbohydrates and carbohydrate conjugates	Glycosyl compounds	Phenolic glycosides
34751	Organic oxygen compounds	Organooxygen compounds	Ethers	Alkyl aryl ethers	Alkyl aryl ethers
87255	Lipids and lipid-like molecules	Fatty Acyls	Fatty amides	N-acyl amines	N-acyl amines
243630	Benzenoids	Benzene and substituted derivatives	Benzenesulfonyl compounds	unclassified	Benzenesulfonyl compounds
87088	Organic acids and derivatives	Carboxylic acids and derivatives	Carboxylic acids	unclassified	Carboxylic acids
187049	Phenylpropanoids and polyketides	Flavonoids	Flavans	Flavan-3-ols	Catechins
62646	Lipids and lipid-like molecules	Fatty Acyls	Fatty acids and conjugates	Medium-chain fatty acids	Medium-chain fatty acids
132335	Organic acids and derivatives	Carboxylic acids and derivatives	Amino acids, peptides, and analogues	Amino acids and derivatives	N-acyl-alpha amino acids and derivatives
43903	Organic acids and derivatives	Carboxylic acids and derivatives	Amino acids, peptides, and analogues	Amino acids and derivatives	Amino acids and derivatives
21875	Lipids and lipid-like molecules	Fatty Acyls	Fatty amides	N-acyl amines	N-acyl amines
70268	Phenylpropanoids and polyketides	Flavonoids	Flavans	Flavan-3-ols	Catechin gallates
39461	Organic acids and derivatives	Carboxylic acids and derivatives	Amino acids, peptides, and analogues	Amino acids and derivatives	Alpha amino acids and derivatives
9443	Lipids and lipid-like molecules	Fatty Acyls	Fatty acyl glycosides	Fatty acyl glycosides of mono- and disaccharides	Fatty acyl glycosides of mono- and disaccharides
57830	Lipids and lipid-like molecules	Sphingolipids	Glycosphingolipids	Neutral glycosphingolipids	Glycosyl-N-acylsphingosines
47	Benzenoids	Phenol ethers	Anisoles	unclassified	Anisoles
44966	unclassified	unclassified	unclassified	unclassified	unclassified
234366	Nucleosides, nucleotides, and analogues	Pyrimidine nucleotides	unclassified	unclassified	Pyrimidine nucleotides
30813	Benzenoids	Benzene and substituted derivatives	Benzoic acids and derivatives	Hydroxybenzoic acid derivatives	Gallic acid and derivatives
109267	Benzenoids	Benzene and substituted derivatives	Benzoic acids and derivatives	Benzoic acid esters	p-Hydroxybenzoic acid esters
91261	Organoheterocyclic compounds	Indoles and derivatives	Indoles	unclassified	Indoles
208718	Organoheterocyclic compounds	Heteroaromatic compounds	unclassified	unclassified	Heteroaromatic compounds
33742	Organoheterocyclic compounds	Lactams	unclassified	unclassified	Lactams
114463	Organic oxygen compounds	Organooxygen compounds	Carbohydrates and carbohydrate conjugates	Monosaccharides	Hexoses
38127	Nucleosides, nucleotides, and analogues	Pyrimidine nucleosides	Pyrimidine 2'-deoxyribonucleosides	unclassified	Pyrimidine 2'-deoxyribonucleosides
197658	Benzenoids	Benzene and substituted derivatives	Halobenzenes	Fluorobenzenes	Fluorobenzenes
106479	Lipids and lipid-like molecules	Fatty Acyls	Fatty alcohols	unclassified	Fatty alcohols
62183	Organic oxygen compounds	Organooxygen compounds	Carbohydrates and carbohydrate conjugates	Monosaccharides	Hexoses
120016	Organoheterocyclic compounds	Azoles	unclassified	unclassified	Azoles
48574	Phenylpropanoids and polyketides	Flavonoids	Flavans	Flavan-3-ols	Catechins
21513	Benzenoids	Benzene and substituted derivatives	Halobenzenes	Chlorobenzenes	Chlorobenzenes
37170	Lipids and lipid-like molecules	Fatty Acyls	Eicosanoids	unclassified	Eicosanoids
95389	Lipids and lipid-like molecules	Fatty Acyls	Fatty acid esters	unclassified	Fatty acid esters
1972	Phenylpropanoids and polyketides	Flavonoids	Flavans	Flavan-3-ols	Catechins
88640	Organic oxygen compounds	Organooxygen compounds	Carbohydrates and carbohydrate conjugates	Monosaccharides	Hexoses
18213	Lipids and lipid-like molecules	Prenol lipids	Triterpenoids	unclassified	Triterpenoids
87401	Lipids and lipid-like molecules	Steroids and steroid derivatives	Hydroxysteroids	3-hydroxysteroids	3-hydroxysteroids
6830	Organic oxygen compounds	Organooxygen compounds	Carbohydrates and carbohydrate conjugates	Glycosyl compounds	Phenolic glycosides
47319	Lipids and lipid-like molecules	Fatty Acyls	Fatty alcohols	unclassified	Fatty alcohols
9552	Organoheterocyclic compounds	Quinolines and derivatives	Quinolones and derivatives	Hydroquinolones	Hydroquinolones
36542	Benzenoids	Benzene and substituted derivatives	Benzoic acids and derivatives	Hydroxybenzoic acid derivatives	Gallic acid and derivatives
67613	Organic acids and derivatives	Carboxylic acids and derivatives	Amino acids, peptides, and analogues	Amino acids and derivatives	Amino acids
109628	Organic oxygen compounds	Organooxygen compounds	Carbohydrates and carbohydrate conjugates	Glycosyl compounds	Phenolic glycosides
105081	unclassified	unclassified	unclassified	unclassified	unclassified
15501	Lipids and lipid-like molecules	Fatty Acyls	Fatty acyl glycosides	unclassified	Fatty acyl glycosides
35113	Organic oxygen compounds	Organooxygen compounds	Carbohydrates and carbohydrate conjugates	unclassified	Carbohydrates and carbohydrate conjugates
40480	Phenylpropanoids and polyketides	Flavonoids	Biflavonoids and polyflavonoids	unclassified	Biflavonoids and polyflavonoids
174487	Organic acids and derivatives	Carboxylic acids and derivatives	Amino acids, peptides, and analogues	Amino acids and derivatives	N-acyl-alpha amino acids and derivatives
23238	Organic oxygen compounds	Organooxygen compounds	Carbohydrates and carbohydrate conjugates	Glycosyl compounds	Phenolic glycosides
74015	Benzenoids	Benzene and substituted derivatives	Phenoxyacetic acid derivatives	unclassified	Phenoxyacetic acid derivatives
28909	Phenylpropanoids and polyketides	Flavonoids	Flavonoid glycosides	unclassified	Flavonoid glycosides
